word,id,sense,polarity,subjectivity,confidence
onaantastbaar,r_a-13264,niet aan te tasten,0.8,0.9,0.7
onaantrekkelijk,r_a-13265,niet aantrekkelijk,-0.8,1.0,0.7
onaanzienlijk,r_a-13267,niet groots,-0.4,0.8,0.7
onaanzienlijk,r_a-14024,zonder aanzien,-0.5,0.9,0.7
onaardig,r_a-13268,onsympathiek,-0.6,0.9,1.0
onacceptabel,r_a-13269,niet acceptabel,-0.6,1.0,0.7
onachtzaam,r_a-13270,nonchalant,-0.1,0.6,0.7
onaf,r_a-13271,onvoltooid,-0.3,0.7,0.7
onafgebroken,r_a-13272,doorlopend,0.0,0.0,0.9
onafhankelijk,r_a-13274,ongebonden,0.4,0.7,1.0
onafhankelijk,r_a-14025,niet van iets anders afhangend,0.4,0.6,1.0
onafwendbaar,r_a-13276,onvermijdelijk,-0.2,0.8,0.7
onafzienbaar,r_a-13277,niet te overzien,-0.1,0.4,0.7
onalledaags,r_a-13278,bijzonder,0.1,0.9,0.7
onbaatzuchtig,r_a-13280,belangeloos,0.4,0.8,0.7
onbarmhartig,r_a-13281,ongenadig,-0.6,1.0,0.9
onbeantwoord,r_a-13282,niet beantwoord,-0.1,0.2,1.0
onbedachtzaam,r_a-13284,onnadenkend,-0.3,0.5,0.7
onbedoeld,r_a-13285,onopzettelijk,-0.3,0.6,0.7
onbedreigd,r_a-13287,niet bedreigd,0.1,0.7,0.7
onbeduidend,r_a-13288,niet belangrijk,0.0,0.0,0.7
onbedwingbaar,r_a-13289,niet bedwingbaar,0.0,0.9,0.9
onbegaanbaar,r_a-13290,niet begaanbaar,-0.2,0.4,0.7
onbegrensd,r_a-13292,grenzeloos,0.2,0.9,0.9
onbegrepen,r_a-13293,niet begrepen,-0.6,0.6,0.7
onbegrijpelijk,r_a-13294,niet te begrijpen,-0.6,0.9,1.0
onbehaaglijk,r_a-13295,niet aangenaam,-0.4,1.0,0.7
onbeheersbaar,r_a-13297,niet beheersbaar,-0.1,0.8,0.7
onbeheerst,r_a-13298,niet beheerst,-0.4,0.9,0.7
onbeholpen,r_a-13299,onhandig,-0.5,0.9,1.0
onbehoorlijk,r_a-13300,niet behoorlijk,-0.6,0.9,0.7
onbekend,r_a-13302,niet bekend,-0.1,0.4,1.0
onbekend,r_a-14027,niet beroemd,-0.2,0.4,1.0
onbelangrijk,r_a-13305,onbeduidend,-0.4,1.0,1.0
onbeleefd,r_a-13307,niet beleefd,-0.6,0.9,0.7
onbelemmerd,r_a-13308,ongehinderd,0.4,0.5,0.7
onbenullig,r_a-13312,zonder benul,-0.5,0.9,0.7
onbenullig,r_a-13313,onbelangrijk,-0.4,0.9,0.7
onbenut,r_a-13314,niet benut,-0.6,0.9,0.7
onbepaald,r_a-13315,taalkundige term,0.2,0.7,0.7
onbeperkt,r_a-13316,niet beperkt,0.2,0.5,0.7
onberekenbaar,r_a-13319,grillig,-0.4,0.8,0.7
onberekenbaar,r_a-14033,niet te berekenen,-0.4,0.8,0.7
onberoerd,r_a-13321,niet beroerd,-0.1,0.2,1.0
onberoerd,r_a-14034,onaangedaan,-0.4,0.5,1.0
onbeschermd,r_a-13326,niet beschermd,-0.4,0.8,0.7
onbeschoft,r_a-13327,met slechte manieren,-0.6,0.9,0.7
onbeschrijfelijk,r_a-13329,niet te beschrijven,0.1,1.0,1.0
onbestaand,r_a-13338,denkbeeldig,-0.3,0.6,0.7
onbestemd,r_a-13339,vaag,-0.1,1.0,0.7
onbestreden,d_a-208029,,0.3,0.8,0.7
onbesuisd,r_a-13343,onstuimig,-0.3,0.6,0.7
onbetamelijk,r_a-13346,onwelvoeglijk,-0.6,0.9,0.9
onbetreden,r_a-13348,niet betreden,0.1,0.3,0.7
onbetrouwbaar,r_a-13349,niet betrouwbaar,-0.8,0.9,1.0
onbetwist,r_a-13351,onomstreden,0.3,0.8,1.0
onbetwistbaar,r_a-13352,niet te betwisten,0.1,0.6,0.7
onbevangen,r_a-13354,niet geremd,0.4,1.0,1.0
onbevattelijk,d_a-192060,,-0.6,0.9,0.7
onbevredigd,r_a-13357,niet tevredengesteld,-0.6,1.0,0.7
onbevredigend,r_a-13358,niet bevredigend,-0.7,0.9,1.0
onbewogen,r_a-13363,niet geroerd,-0.5,0.9,0.7
onbewolkt,r_a-13364,niet bewolkt,0.1,0.1,1.0
onbewust,r_a-13367,onwillekeurig,-0.1,0.4,1.0
onbewust,r_a-14042,niet wetend,-0.1,0.5,1.0
onbezonnen,r_a-13369,onnadenkend,-0.6,0.9,0.7
onbezorgd,r_a-13370,zorgeloos,0.4,0.6,0.7
onbillijk,r_a-13371,onredelijk,-0.4,0.7,0.7
onbreekbaar,r_a-13373,niet breekbaar,0.1,0.1,0.7
onbuigzaam,r_a-14044,koppig,-0.9,1.0,0.7
onchristelijk,r_a-13376,niet christelijk,-0.4,0.8,0.7
oncomfortabel,r_a-13377,ongemakkelijk,-0.9,1.0,0.7
oncontroleerbaar,r_a-13378,niet controleerbaar,-0.1,0.4,0.7
onconventioneel,r_a-13379,ongewoon,0.4,0.9,1.0
ondankbaar,r_a-14049,de moeite niet lonend,-0.4,0.7,0.7
ondemocratisch,r_a-13383,niet democratisch,-0.2,0.5,0.7
ondenkbaar,r_a-13384,niet voorstelbaar,-0.2,0.8,1.0
ondergeschikt,r_a-13391,niet zo belangrijk,-0.1,0.3,0.7
onderhoudend,r_a-13398,boeiend,0.6,1.0,1.0
onderhuids,r_a-13399,onder de huid,-0.1,0.5,1.0
onderhuids,r_a-14057,onder de oppervlakte,-0.1,0.4,1.0
onderliggend,r_a-14059,niet onmiddellijk zichtbaar,0.0,0.1,1.0
onderling,r_a-13402,onder elkaar,0.0,0.1,1.0
ondermaats,r_a-13404,onvoldoende,-0.7,0.9,0.7
onderontwikkeld,r_a-13406,achtergebleven,-0.5,0.7,0.7
onderst,r_a-13410,laagst gelegen,-0.1,0.4,0.7
onderstaand,d_a-193098,,0.0,0.1,1.0
ondervoed,r_a-13412,lijdend aan ondervoeding,-0.5,0.7,0.7
ondeskundig,r_a-13414,niet deskundig,-0.4,0.9,0.7
ondeugdelijk,r_a-13415,niet goed,-0.1,0.4,0.7
ondeugend,r_a-13416,stout,0.1,0.9,1.0
ondeugend,r_a-14063,schalks,0.4,0.9,1.0
ondeugend,r_a-14064,pikant,0.4,0.9,1.0
ondoelmatig,r_a-13418,niet doelmatig,-0.4,0.9,0.7
ondoenlijk,r_a-13419,onuitvoerbaar,-0.4,0.7,0.9
ondoordacht,r_a-13420,niet doordacht,-0.3,0.6,0.7
ondoordringbaar,r_a-13421,niet doordringbaar,-0.2,0.2,0.7
ondoorgrondelijk,r_a-13422,niet te doorgronden,-0.6,0.9,1.0
ondoorzichtig,r_a-14065,moeilijk te begrijpen,-0.6,0.9,0.7
ondrinkbaar,r_a-13425,niet drinkbaar,-0.5,0.7,0.7
ondubbelzinnig,r_a-13426,volstrekt duidelijk,0.2,0.4,0.7
onduidelijk,r_a-13427,niet duidelijk,-0.4,0.8,1.0
oneens,r_a-13432,niet eens,-0.4,0.8,0.7
oneerbaar,r_a-13433,niet eerbaar,-0.4,0.6,0.7
oneerbiedig,r_a-13434,niet eerbiedig,-0.2,0.9,0.7
oneerlijk,r_a-13435,niet eerlijk,-0.6,0.9,1.0
oneetbaar,r_a-13437,niet te eten,-0.2,0.6,0.7
oneffen,r_a-13438,niet effen,-0.3,0.5,0.7
oneindig,r_a-13440,eindeloos,-0.1,0.5,1.0
onervaren,r_a-13441,niet ervaren,-0.6,0.9,0.7
onevenaarbaar,,,0.9,0.9,1.0
onevenwichtig,r_a-13444,niet evenwichtig,-0.5,0.9,0.7
onfatsoenlijk,r_a-13445,niet fatsoenlijk,-0.7,0.9,0.7
onfeilbaar,r_a-13446,nooit falend,0.7,0.9,0.7
onfris,r_a-14068,bedenkelijk,-0.4,0.9,0.7
ongeboren,r_a-13453,niet geboren,0.0,0.0,0.7
ongebreideld,r_a-13455,onbeteugeld,0.3,0.7,0.7
ongebruikelijk,r_a-13457,niet gebruikelijk,0.0,0.4,0.7
ongecompliceerd,r_a-13460,niet ingewikkeld,0.4,0.9,1.0
ongecontroleerd,r_a-13461,niet gecontroleerd,-0.1,0.5,0.7
ongecontroleerd,r_a-14074,onbeheerst,-0.1,0.5,0.7
ongecoördineerd,r_a-13459,niet gecoördineerd,0.3,0.5,0.7
ongedisciplineerd,r_a-13468,niet gedisciplineerd,-0.6,0.9,0.7
ongeduldig,r_a-13469,niet geduldig,-0.2,0.9,1.0
ongefundeerd,r_a-13474,ongegrond,-0.4,0.8,0.9
ongehinderd,r_a-13477,niet gehinderd,0.3,0.4,0.7
ongehoord,r_a-13478,schandelijk,-0.3,0.9,0.7
ongekend,r_a-13483,uniek,0.6,0.9,1.0
ongekroond,r_a-13484,niet gekroond,0.1,0.2,0.7
ongekunsteld,r_a-13486,natuurlijk,0.4,0.9,0.7
ongeldig,r_a-13487,niet geldig,0.0,0.0,0.7
ongelegen,r_a-13489,niet gelegen,-0.3,0.6,0.7
ongelezen,r_a-13491,niet gelezen,0.1,0.4,1.0
ongelijk,r_a-13492,verschillend,0.0,0.1,0.7
ongelijk,r_a-14081,oneffen,-0.1,0.3,0.7
ongelimiteerd,r_a-13495,onbeperkt,0.1,0.5,0.7
ongelofelijk,d_a-194050,,0.2,0.9,0.7
ongelofelijk,r_a-13496,niet te geloven,0.6,1.0,1.0
ongelofeloos,d_a-415116,,0.9,0.9,0.7
ongelooflijk,d_a-415118,,0.4,1.0,1.0
ongelooflijk,d_a-539755,,0.2,0.9,0.7
ongeloofwaardig,r_a-13498,niet geloofwaardig,-0.6,0.9,1.0
ongelovig,r_a-13499,met ongeloof vervuld,-0.5,1.0,0.7
ongelovig,r_a-14082,ongodsdienstig,-0.5,1.0,0.7
ongelukkig,r_a-13500,niet blij,-0.6,0.9,1.0
ongelukkig,r_a-13502,gehandicapt,-0.4,0.7,1.0
ongemakkelijk,r_a-13503,oncomfortabel,-0.6,0.9,1.0
ongemakkelijk,r_a-14085,moeilijk,-0.4,0.9,1.0
ongemakkelijk,r_a-14089,niet op je gemak,-0.6,1.0,1.0
ongemerkt,r_a-13505,niet gemerkt,-0.1,0.4,1.0
ongemerkt,r_a-14176,onopvallend,-0.2,0.6,1.0
ongenadig,r_a-13509,genadeloos,-0.4,0.6,0.7
ongeneeslijk,r_a-13510,niet te genezen,-0.5,0.6,1.0
ongenuanceerd,r_a-13513,niet genuanceerd,-0.4,0.7,0.7
ongepast,r_a-13517,onbetamelijk,-0.6,0.9,1.0
ongepeld,r_a-13518,niet gepeld,0.0,0.1,0.7
ongeremd,r_a-13521,zonder remmingen (psychisch),0.4,0.9,0.7
ongeremd,r_a-14093,zonder matiging,0.3,0.9,0.7
ongerept,r_a-13522,puur en ongeschonden,0.0,0.0,0.7
ongerijmd,r_a-13523,absurd,-0.1,0.4,0.7
ongerust,r_a-13524,bezorgd,-0.1,0.8,0.8
ongeschikt,r_a-13525,niet geschikt,-0.6,0.8,0.7
ongesteld,r_a-13531,menstruerend,0.0,0.1,0.7
ongestoord,r_a-13533,niet gestoord,0.4,0.4,0.7
ongevaarlijk,r_a-13536,niet gevaarlijk,0.6,0.9,0.7
ongewapend,r_a-13540,niet gewapend,0.2,0.8,0.7
ongewassen,r_a-13541,niet gewassen,-0.4,0.7,0.7
ongewoon,r_a-13546,niet gewoon,0.0,0.9,1.0
ongezeglijk,r_a-13547,weerbarstig,-0.1,0.3,0.7
ongezond,r_a-13550,ziekelijk van lichaam of geest,-0.6,0.8,0.7
ongezouten,r_a-13551,openhartig,0.4,1.0,1.0
ongeëvenaard,r_a-13472,niet geëvenaard,0.7,0.9,0.7
ongeïnspireerd,r_a-13481,niet geïnspireerd,-0.5,0.9,0.7
ongrijpbaar,r_a-13553,niet te grijpen,0.0,0.5,0.7
ongunstig,r_a-13555,nadelig,-0.4,1.0,0.7
onguur,r_a-13556,onbetrouwbaar en griezelig,-0.4,0.8,0.7
onhandig,r_a-13559,klungelig,-0.5,0.9,1.0
onhandig,r_a-14103,moeilijk te hanteren,-0.4,0.8,1.0
onhebbelijk,r_a-13560,onvriendelijk,-0.7,0.9,0.7
onheilspellend,r_a-13561,heel dreigend,-0.6,1.0,0.7
onherbergzaam,r_a-13562,woest en ontoegankelijk,-0.2,0.5,0.7
onherkenbaar,r_a-13563,niet herkenbaar,-0.2,0.4,0.7
onherroepelijk,r_a-13564,definitief,-0.2,0.6,0.7
onheuglijk,r_a-13566,heel erg lang geleden,-0.4,0.7,0.7
onhoudbaar,r_a-13569,niet te verdedigen,-0.5,0.8,0.7
onhygiënisch,r_a-13570,niet hygiënisch,-0.7,0.9,0.7
oninteressant,r_a-13571,niet interessant,-0.6,1.0,1.0
onjuist,d_a-194546,,-0.5,0.6,0.7
onjuist,r_a-13572,niet juist,-0.4,0.5,1.0
onkerkelijk,r_a-13573,niet kerkelijk,-0.1,0.1,0.7
onkuis,r_a-13577,onzedig,-0.5,0.6,0.7
onkwetsbaar,r_a-13579,niet kwetsbaar,0.5,0.9,0.7
onleefbaar,r_a-13581,niet leefbaar,-0.7,0.9,0.7
onleesbaar,r_a-13582,niet leesbaar,-0.4,0.6,1.0
onleesbaar,r_a-14107,erg slecht geschreven,-0.7,0.9,1.0
onlogisch,r_a-13583,niet logisch,-0.4,0.7,1.0
onlosmakelijk,r_a-13585,onverbrekelijk,0.2,0.7,0.7
onmachtig,r_a-13586,machteloos,-0.5,0.9,1.0
onmenselijk,r_a-13588,barbaars,-0.9,0.9,1.0
onmetelijk,r_a-13589,onbegrensd,0.2,0.9,0.7
onmiddellijk,r_a-13590,op het zelfde moment,0.0,0.4,1.0
onmiddellijk,r_a-13591,waar niets tussen zit,0.0,0.2,1.0
onmisbaar,r_a-13592,onontbeerlijk,0.4,0.9,1.0
onmiskenbaar,r_a-13593,apert,0.1,0.6,1.0
onmogelijk,r_a-13594,niet mogelijk,-0.4,0.7,1.0
onmogelijk,r_a-13595,heel lastig,-0.6,0.9,1.0
onmogelijk,r_a-14108,belachelijk,-0.6,0.9,1.0
onmondig,r_a-13596,niet mondig,0.0,0.8,0.7
onnadrukkelijk,r_a-13598,onopvallend,0.6,0.8,0.7
onnaspeurbaar,d_a-194728,,-0.6,0.9,0.7
onnaspeurlijk,d_a-194729,,-0.6,0.9,0.7
onnatuurlijk,r_a-13599,niet natuurlijk,-0.4,0.7,1.0
onnatuurlijk,r_a-14109,gekunsteld,-0.6,1.0,1.0
onnavolgbaar,r_a-13601,niet na te doen,0.4,0.9,1.0
onneembaar,r_a-13603,niet te veroveren,0.0,0.0,0.7
onnodig,r_a-13604,niet nodig,-0.4,0.9,1.0
onnozel,r_a-13606,dommig,-0.6,1.0,1.0
onnozel,r_a-13607,onbelangrijk,-0.4,0.9,1.0
onofficieel,r_a-13609,niet officieel,-0.1,0.2,0.7
onomstotelijk,r_a-13611,onweerlegbaar,0.1,0.8,0.7
onomstreden,r_a-13612,onbetwist,0.3,0.8,1.0
onomwonden,r_a-13613,onverbloemd,-0.1,0.6,0.7
ononderbroken,r_a-13614,niet onderbroken,0.0,0.0,0.9
onontbeerlijk,r_a-13615,onmisbaar,0.4,0.9,1.0
onontkoombaar,r_a-13616,onvermijdelijk,-0.1,0.6,1.0
onooglijk,r_a-14112,onbeduidend,-0.4,0.6,0.7
onopgehelderd,r_a-13621,niet opgehelderd,-0.1,0.9,0.7
onopgelost,r_a-13622,niet opgelost,-0.3,0.8,0.7
onopgevoed,r_a-13625,slecht opgevoed,-0.3,0.9,0.7
onophoudelijk,r_a-13626,aanhoudend,0.0,0.2,0.7
onoplosbaar,r_a-13627,niet oplosbaar,-0.1,0.8,0.7
onopvallend,r_a-13628,niet opvallend,-0.5,0.7,0.7
onoverbrugbaar,r_a-13631,niet te overbruggen,-0.6,0.7,0.7
onoverkomelijk,r_a-13634,niet te overkomen,-0.1,0.6,0.7
onovertroffen,r_a-13635,uitmuntend,1.0,1.0,1.0
onoverwinnelijk,r_a-13636,niet overwinnelijk,0.7,1.0,0.7
onoverzichtelijk,r_a-13637,niet overzichtelijk,-0.5,0.8,1.0
onpeilbaar,d_a-194933,,-0.6,0.9,0.7
onpersoonlijk,r_a-13641,zonder eigen karakter,-0.5,0.9,0.7
onplezierig,r_a-13642,onaangenaam,-0.6,1.0,0.9
onprettig,r_a-13644,niet prettig,-0.6,1.0,1.0
onproductief,r_a-13645,niet productief,-0.3,1.0,0.7
onrealistisch,r_a-13646,niet realistisch,-0.4,0.8,1.0
onrechtvaardig,r_a-13649,niet rechtvaardig,-0.7,0.9,0.7
onredelijk,r_a-13650,onbillijk,-0.4,0.8,0.7
onrendabel,r_a-13653,niet rendabel,-0.3,0.9,0.7
onrijp,r_a-13654,niet rijp,-0.2,0.5,0.7
onrustbarend,r_a-13656,onrust wekkend,-0.4,0.8,0.7
onrustig,r_a-13657,zonder rust,-0.5,0.9,1.0
onrustig,r_a-14121,steeds in beweging,-0.1,0.8,1.0
onsamenhangend,r_a-13658,niet samenhangend,-0.5,0.8,1.0
onschadelijk,r_a-13659,niet schadelijk,0.6,0.9,0.7
onschatbaar,r_a-13660,niet te schatten,0.4,0.9,1.0
onscherp,r_a-13663,vaag,-0.2,0.7,0.7
onschuldig,r_a-13664,niet nadelig of nadelig bedoeld,0.4,0.9,1.0
onschuldig,r_a-13665,niet schuldig,0.5,0.7,1.0
onschuldig,r_a-14123,argeloos,0.1,0.8,1.0
onsmakelijk,r_a-13666,vies,-0.5,0.8,0.7
onsmakelijk,r_a-14124,walgelijk,-0.9,1.0,0.8
onsportief,r_a-14125,niet sportief,-0.5,0.8,0.7
onsterfelijk,r_a-13669,niet sterfelijk,0.7,0.9,0.7
onsterfelijk,r_a-14127,heel erg beroemd,0.7,0.9,0.7
onstuimig,r_a-13670,moeilijk te bedwingen,0.3,0.7,0.7
onstuitbaar,r_a-13671,niet te stuiten,0.2,0.6,0.7
onsympathiek,r_a-13672,niet sympathiek,-0.7,1.0,1.0
ontelbaar,r_a-13678,niet te tellen,0.0,0.1,0.7
ontembaar,r_a-13679,onbedwingbaar,0.0,0.9,1.0
onterecht,r_a-13680,niet terecht,-0.4,0.8,1.0
ontevreden,r_a-13681,misnoegd,-0.4,1.0,0.7
ontgoocheld,r_a-13682,teleurgesteld,-0.4,0.8,0.7
onthand,r_a-13683,ontriefd,-0.6,0.9,0.7
onthutst,r_a-13685,ontsteld,-0.6,1.0,0.7
ontluisterend,r_a-13687,dramatisch slecht of schokkend,-0.4,0.7,0.7
ontoegankelijk,r_a-13688,niet toegankelijk,-0.2,0.5,0.7
ontoerekeningsvatbaar,r_a-13691,niet toerekeningsvatbaar,-0.3,0.7,0.7
ontploffen,,,-0.3,0.1,0.8
ontroerend,r_a-13695,wat ontroert,0.5,0.9,1.0
ontspannen,r_a-13698,relaxed,0.6,1.0,1.0
ontspannend,,,0.9,0.9,1.0
ontvlambaar,r_a-13705,gauw vlam vattend,-0.6,0.9,0.7
ontzaglijk,r_a-13710,geweldig,0.2,0.9,0.7
ontzagwekkend,r_a-13711,ontzag inboezemend,0.6,1.0,0.7
ontzet,r_a-13712,ontsteld,-0.6,1.0,0.7
ontzettend,r_a-13714,ontzaglijk,0.2,1.0,1.0
ontzettende,,,-0.1,0.8,1.0
ontzield,r_a-13715,dood,-0.3,0.7,0.7
onuitputtelijk,r_a-13717,niet uit te putten,0.9,1.0,0.7
onuitroeibaar,r_a-13718,niet uit te roeien,-0.5,0.6,0.7
onuitsprekelijk,r_a-13719,enorm,-0.4,0.8,0.7
onuitstaanbaar,r_a-13720,onverdraaglijk,-0.8,1.0,1.0
onuitvoerbaar,r_a-13721,niet uitvoerbaar,-0.4,0.7,0.9
onuitwisbaar,r_a-13722,niet uit te wissen,0.2,0.5,0.7
onveilig,r_a-13723,niet veilig,-0.6,0.9,1.0
onverantwoord,r_a-13726,niet te verantwoorden,-0.7,1.0,0.7
onverantwoord,r_a-14137,zonder rekenschap,-0.7,1.0,0.7
onverantwoordelijk,r_a-13727,niet verantwoordelijk,-0.7,1.0,0.7
onverbloemd,r_a-13730,onverholen,0.2,0.6,0.7
onverbrekelijk,r_a-13731,niet te verbreken,0.4,0.8,0.7
onverdacht,r_a-13732,waarop geen verdenking rust,0.1,0.7,0.7
onverdeeld,r_a-14139,niet gedeeld,0.1,0.4,0.7
onverdroten,r_a-13738,ijverig en volhardend,0.4,0.6,0.7
onverenigbaar,r_a-13739,niet verenigbaar,-0.1,0.3,0.7
onvergankelijk,r_a-13740,niet vergankelijk,0.4,0.7,0.7
onvergeeflijk,r_a-13741,heel kwalijk,-0.5,1.0,0.7
onvergetelijk,r_a-13744,wat je niet zal vergeten,0.8,1.0,1.0
onverhard,r_a-13745,niet verhard,-0.4,0.6,0.7
onverhoeds,r_a-13746,onverwachts,-0.1,0.4,0.7
onverklaarbaar,r_a-13750,niet verklaarbaar,-0.1,0.6,1.0
onverkwikkelijk,r_a-13752,naar,-0.6,1.0,0.7
onvermijdelijk,r_a-13756,niet te vermijden,-0.1,0.4,1.0
onverstaanbaar,r_a-13765,niet verstaanbaar,-0.2,0.5,0.7
onverstandig,r_a-13766,niet verstandig,-0.6,0.9,0.7
onvertogen,r_a-13770,ongepast,-0.6,0.8,0.7
onverwacht,r_a-13775,plotseling,0.1,0.7,1.0
onverwachts,,,0.1,0.8,1.0
onverzettelijk,r_a-13782,onbuigzaam,-0.9,1.0,0.7
onvoldoende,r_a-13786,niet voldoende,-0.4,0.8,1.0
onvolledig,r_a-13787,niet volledig,-0.2,0.6,0.7
onvolmaakt,r_a-13788,niet volmaakt,-0.4,0.4,0.7
onvolprezen,r_a-13789,niet genoeg te prijzen,0.6,0.9,0.7
onvolwassen,r_a-13792,niet volwassen,-0.6,0.9,0.7
onvoorspelbaar,r_a-13795,niet te voorspellen,0.3,0.9,1.0
onvoorstelbaar,r_a-13796,niet voor te stellen,0.1,0.8,1.0
onvoorwaardelijk,r_a-13797,niet voorwaardelijk,0.1,0.6,1.0
onvoorzichtig,r_a-13798,niet voorzichtig,-0.6,0.9,0.7
onvoorzien,r_a-13799,niet voorzien,0.0,0.6,0.7
onvriendelijk,r_a-13800,niet vriendelijk,-0.5,0.9,0.7
onvrijwillig,r_a-13802,gedwongen,-0.2,0.4,0.7
onwaarschijnlijk,d_a-197361,,0.9,0.9,0.7
onwaarschijnlijk,r_a-13807,niet waarschijnlijk,-0.2,0.9,1.0
onwaarschijnlijk,r_a-14143,onaannemelijk,-0.4,0.9,1.0
onwankelbaar,r_a-13808,onwrikbaar,0.0,0.1,0.7
onweerlegbaar,r_a-13810,niet te weerleggen,0.2,0.7,0.7
onweerstaanbaar,r_a-13811,niet te weerstaan,0.6,1.0,1.0
onwelkom,r_a-13814,niet welkom,-0.7,0.9,0.7
onwennig,r_a-13816,nog niet gewend,-0.1,0.2,0.7
onwenselijk,r_a-13817,ongewenst,-0.3,0.9,0.7
onwerkbaar,r_a-13818,niet werkbaar,-0.5,0.8,0.7
onwerkelijk,r_a-13819,werkelijkheid missend,-0.1,0.7,1.0
onwetend,r_a-13820,onkundig,-0.6,0.9,1.0
onwetend,r_a-14146,niet op de hoogte,-0.1,0.4,1.0
onwezenlijk,r_a-13824,onwerkelijk,-0.1,0.7,0.9
onwijs,r_a-13825,dwaas,-0.5,0.9,1.0
onwijs,r_a-17352,te gek,0.9,1.0,1.0
onwillekeurig,r_a-13826,niet opzettelijk,0.1,0.6,1.0
onwrikbaar,r_a-13828,onwankelbaar,-0.5,0.7,0.7
onzacht,r_a-13829,hard,-0.1,0.4,0.7
onzalig,r_a-13830,erg ellendig,-0.6,0.6,0.7
onzedelijk,r_a-13831,niet netjes,-0.6,0.9,0.7
onzeker,r_a-13833,niet zeker van zichzelf,-0.4,0.8,1.0
onzeker,r_a-13834,niet vaststaand,-0.4,0.8,1.0
onzeker,r_a-13835,onvast,-0.4,0.6,1.0
onzichtbaar,r_a-13837,niet zichtbaar,0.0,0.4,1.0
onzindelijk,r_a-13839,vies,-0.6,0.7,0.7
onzinnig,r_a-13840,dwaas,-0.6,1.0,1.0
onzuiver,r_a-13842,vermengd of vervuild,-0.7,1.0,0.7
onzuiver,r_a-14149,niet helemaal goed,-0.5,0.6,0.7
oordeelkundig,r_a-13844,verstandig,0.1,0.9,0.7
oorlogszuchtig,r_a-13845,verlangend naar oorlog,-0.3,0.9,0.7
oorlogvoerend,r_a-13846,in oorlog,0.1,0.5,0.7
oorspronkelijk,r_a-13847,zoals het in het begin was,0.0,0.1,1.0
oorspronkelijk,r_a-14152,origineel,0.2,0.4,1.0
oorverdovend,r_a-13848,ontzettend hard,0.0,0.7,0.7
oorzakelijk,r_a-13849,de oorzaak betreffend,0.0,0.1,0.7
oosters,r_a-13851,uit een land ten oosten van Europa,0.0,0.0,0.7
opbouwend,r_a-13856,constructief,0.4,0.7,0.7
opdringerig,r_a-13857,zich aan anderen opdringend,-0.4,0.8,0.7
open,r_a-13859,niet dicht,0.0,0.1,1.0
open,r_a-13860,nog niet vastgelegd of besloten,0.0,0.5,1.0
open,r_a-13861,openhartig,0.6,0.8,1.0
openbaar,r_a-13862,niet bijzonder of particulier,-0.1,0.1,1.0
openbaar,r_a-13863,algemeen bekend,0.1,0.2,1.0
openhartig,r_a-13864,rondborstig,0.6,0.8,1.0
openlijk,r_a-13865,niet verborgen,0.4,0.4,1.0
opgeklopt,r_a-13872,zwaar overdreven,-0.3,0.7,0.7
opgelaten,r_a-13873,zich ongemakkelijk voelend,-0.1,0.7,0.7
opgelucht,r_a-13874,verlicht,0.5,0.8,1.0
opgezet,r_a-14156,gezegd van opgevulde dieren,-0.1,0.4,0.7
oplosbaar,r_a-13893,op te lossen,0.3,0.6,0.7
opmerkelijk,r_a-13894,opvallend,0.4,0.8,1.0
oppervlakkig,r_a-13900,niet diepgaand,-0.8,1.0,1.0
opportunistisch,r_a-13901,als (van) een opportunist,-0.6,0.9,0.7
oprecht,r_a-13903,welgemeend,0.8,0.9,1.0
opruiend,r_a-13904,ophitsend,-0.1,0.4,0.7
opstopping,r_n-26766,,-0.1,0.0,0.8
optimaal,r_a-13908,best,0.7,0.9,1.0
optimistisch,r_a-13909,niet pessimistisch,0.6,0.9,1.0
opvallend,r_a-13912,treffend,0.5,0.9,1.0
opvliegend,r_a-13913,driftig,-0.6,1.0,0.7
opvoedbaar,r_a-13914,op te voeden,0.2,0.9,0.7
opvoedkundig,r_a-13915,pedagogisch,0.2,0.6,0.7
opwaarts,r_a-13917,omhoog,0.2,0.6,0.7
opwekkend,r_a-13918,opbeurend,0.7,1.0,0.7
opwekkend,r_a-14158,stimulerend,0.4,0.6,0.7
opwindend,r_a-13919,opwinding teweegbrengend,0.8,0.9,1.0
opzettelijk,r_a-13920,expres,-0.4,0.9,0.7
opzichtig,r_a-13921,te opvallend,-0.4,0.9,0.7
opzienbarend,r_a-13923,verbazingwekkend,0.5,1.0,0.8
ordelijk,r_a-13926,waarin orde is,0.4,0.7,0.7
ordinair,r_a-13928,vulgair,-0.7,1.0,1.0
organisatorisch,r_a-13929,organisatie betreffend,0.1,0.2,0.7
origineel,r_a-13933,eigen en bijzonder,0.8,0.9,1.0
origineel,r_a-13934,oorspronkelijk,0.1,0.2,1.0
orthodox,r_a-13937,rechtzinnig,-0.2,0.6,1.0
ostentatief,r_a-13939,demonstratief,0.0,0.4,0.7
oubollig,r_a-13940,flauw en melig,-0.4,0.8,0.7
oud,r_a-13941,van leeftijd,-0.1,0.4,1.0
oud,r_a-13942,lang bestaand,0.1,0.2,1.0
oud,r_a-14165,uit de Griekse en Romeinse Oudheid,0.0,0.0,1.0
oud,r_a-14166,"voormalig, van vroeger",0.0,0.2,1.0
oudbakken,r_a-13944,niet vers,-0.3,0.7,0.7
